,ID,metro_kremlin,house_kremlin,sq,floor,height,price,deposit,rooms,child,animal,euro,design,cosmetic,no_rem,area_code_skl,type_h_skl
16554,273583262,11.794,8.991,87.0,18,23,80000,80000,3.0,1,0,0,0,1,0,7.0,5.0
11069,274968535,5.433,3.742,58.0,10,10,80000,80000,1.0,0,0,0,1,0,0,1.0,6.0
15722,273691707,5.787,5.787,60.0,9,18,80000,80000,2.0,1,0,1,0,0,0,7.0,2.0
6184,274026140,2.74,11.379,84.0,8,17,80000,80000,3.0,1,0,1,0,0,0,4.0,5.0
10189,273515818,17.899,17.899,60.0,15,17,80000,80000,1.0,0,0,0,1,0,0,9.0,2.0
13794,266931860,16.715,16.715,40.0,24,25,80000,80000,1.0,1,0,0,0,0,0,9.0,3.0
19214,273384045,13.804,13.804,85.0,1,16,80000,80000,3.0,1,0,0,0,0,0,1.0,5.0
19309,272839104,18.647,18.647,85.0,1,16,80000,80000,3.0,1,0,0,0,1,0,1.0,4.0
10282,274787382,17.4,7.725,88.0,15,16,80000,80000,4.0,1,0,0,0,0,0,0.0,1.0
2750,274804487,1.56,2.459,60.0,7,8,79999,79999,2.0,0,0,0,0,1,0,6.0,1.0
15725,270748755,6.142,6.142,57.0,12,30,79999,79999,2.0,1,0,0,1,0,0,7.0,3.0
3853,274064446,8.735,8.787,69.0,12,16,79999,79999,2.0,0,0,0,0,0,0,5.0,1.0
3488,274913444,8.343,6.879,42.0,6,29,79999,79999,2.0,1,1,1,0,0,0,6.0,3.0
5925,270802509,5.102,20.549,39.5,4,4,79999,79999,2.0,0,0,0,0,1,0,9.0,1.0
8804,274049413,9.898,6.859,37.1,11,29,79999,79999,1.0,1,1,0,1,0,0,4.0,3.0
6476,249999499,12.969,12.969,33.0,21,21,79900,79900,1.0,1,1,0,1,0,0,3.0,3.0
13793,274930899,16.715,16.08,74.6,16,17,79300,79300,3.0,1,1,1,0,0,0,9.0,5.0
9975,251945319,8.162,8.162,35.0,2,21,79000,30000,2.0,0,0,0,1,0,0,5.0,1.0
7866,271542889,15.291,15.959,100.0,16,25,79000,79000,3.0,1,0,0,1,0,0,4.0,5.0
2098,274593759,14.322,14.793,59.0,5,9,79000,79000,3.0,1,1,1,0,0,0,5.0,4.0
7237,271626646,3.621,2.407,45.0,8,9,79000,80000,2.0,1,0,1,0,0,0,6.0,1.0
18492,273089324,6.24,6.24,57.0,14,15,79000,85000,2.0,0,0,0,1,0,0,9.0,3.0
13856,274787417,13.184,13.272,77.0,4,17,79000,79000,3.0,1,1,0,0,0,0,1.0,5.0
2039,273728408,14.322,15.084,75.0,3,16,79000,79000,3.0,1,1,1,0,0,0,5.0,5.0
6173,274246107,4.533,2.48,67.0,3,8,79000,79000,1.0,1,0,0,0,0,0,6.0,1.0
3053,274531985,17.4,15.398,70.0,8,22,79000,79000,2.0,0,1,0,0,0,1,9.0,4.0
11138,273066170,8.242,9.514,60.0,6,8,79000,79000,2.0,1,0,0,1,0,0,1.0,1.0
4760,267713622,10.141,10.219,70.0,21,31,79000,79000,2.0,1,0,1,0,0,0,0.0,1.0
6721,274617921,15.235,13.018,65.0,2,9,79000,79000,3.0,1,0,0,0,0,0,1.0,5.0
5820,274932722,6.155,4.667,40.4,8,8,78700,78700,2.0,1,1,1,0,0,0,6.0,2.0
5821,274187029,4.006,4.667,40.4,8,13,78700,78700,2.0,1,1,1,0,0,0,6.0,2.0
4958,273740465,13.788,4.667,40.4,10,13,78700,78700,2.0,1,1,1,0,0,0,6.0,2.0
9758,274976334,24.804,8.136,76.0,5,5,78000,78000,3.0,1,1,0,0,0,0,8.0,1.0
14946,273815539,6.155,6.155,64.5,4,22,78000,78000,2.0,1,1,0,1,0,0,7.0,3.0
10929,273448593,5.433,3.455,65.5,4,9,78000,78000,3.0,0,0,0,0,1,0,1.0,1.0
14947,271529624,4.006,4.006,64.5,4,18,78000,80000,2.0,1,1,0,1,0,0,7.0,3.0
3852,274256841,8.735,8.735,92.0,4,7,78000,78000,3.0,1,0,1,0,0,0,5.0,1.0
16857,273663728,20.53,20.634,85.0,17,17,78000,78000,3.0,1,0,1,0,0,0,8.0,5.0
14371,273925885,7.699,6.713,58.0,8,36,78000,78000,1.0,0,0,1,0,0,0,8.0,3.0
3741,274896371,8.242,7.984,59.0,25,25,78000,78000,2.0,0,0,0,0,1,0,0.0,4.0
2038,268258956,14.322,14.677,65.0,1,2,78000,78000,2.0,1,0,0,0,0,0,5.0,1.0
16836,274838334,20.51,20.51,85.0,17,17,78000,78000,3.0,1,0,1,0,0,0,8.0,5.0
13321,272666769,10.882,8.99,86.0,9,18,78000,78000,3.0,1,0,1,0,0,0,4.0,5.0
14948,227408356,7.528,7.998,65.0,13,25,78000,78000,2.0,1,0,0,1,0,0,7.0,3.0
15719,269133502,3.621,3.81,56.0,11,19,78000,78000,2.0,1,0,0,1,0,0,6.0,3.0
13225,274160440,11.252,9.258,80.0,6,14,78000,85000,3.0,1,0,1,0,0,0,7.0,5.0
8308,274808604,10.393,10.931,55.0,11,22,78000,78000,2.0,0,0,0,1,0,0,8.0,3.0
12068,273148627,5.292,5.056,62.0,32,40,78000,78000,2.0,1,0,1,0,0,0,6.0,3.0
18852,192859027,10.477,10.97,72.0,6,6,78000,70000,3.0,0,0,0,1,0,0,3.0,1.0
572,274794031,8.7,9.055,53.0,11,17,78000,78000,2.0,1,0,0,0,0,0,9.0,2.0
16953,273250274,15.98,15.98,110.0,14,17,78000,80000,3.0,0,0,0,1,0,0,9.0,3.0
16972,273753514,15.98,15.98,110.0,14,17,78000,78000,4.0,0,0,0,1,0,0,9.0,3.0
12066,262911631,6.346,6.455,48.0,12,15,78000,78000,2.0,1,1,1,0,0,0,3.0,3.0
9195,257058024,12.412,13.523,71.0,11,17,78000,78000,3.0,1,1,0,0,1,0,9.0,3.0
17069,263581777,3.074,3.074,50.0,5,8,78000,78000,2.0,0,0,1,0,0,0,6.0,4.0
12067,201407277,6.346,6.455,47.0,2,14,78000,78000,2.0,1,1,1,0,0,0,3.0,3.0
16771,273802404,20.53,20.634,85.0,17,17,78000,78000,3.0,1,0,0,0,0,0,8.0,5.0
2335,273938509,14.517,14.517,43.0,21,26,78000,78000,2.0,1,0,0,1,0,0,3.0,3.0
11349,274570445,6.346,6.455,33.0,6,15,78000,78000,1.0,1,1,0,1,0,0,3.0,3.0
2271,272954169,12.569,12.539,58.0,2,30,77000,77000,2.0,1,1,1,0,0,0,3.0,2.0
10020,274755754,5.75,5.75,39.0,11,20,77000,77000,2.0,0,0,0,1,0,0,5.0,4.0
6038,274376072,2.633,2.21,40.0,3,8,77000,77000,2.0,1,1,1,0,0,0,6.0,0.0
7626,274994102,3.487,4.504,56.0,5,8,77000,77000,2.0,1,0,1,0,0,0,6.0,1.0
7662,263673284,1.868,3.976,65.0,5,5,77000,77000,3.0,1,1,1,0,0,0,6.0,1.0
1264,274685028,16.795,23.897,85.0,1,2,77000,38500,4.0,1,0,0,0,1,0,5.0,4.0
7975,271360786,11.164,11.164,91.0,4,7,77000,77000,3.0,1,0,0,1,0,0,9.0,1.0
13920,273635064,13.184,13.184,73.0,10,17,77000,77000,3.0,1,0,0,1,0,0,1.0,5.0
15860,274494669,8.242,8.336,68.0,6,8,77000,77000,2.0,1,0,1,0,0,0,1.0,4.0
15859,220045495,8.242,8.242,70.0,5,8,77000,77000,3.0,1,0,1,0,0,0,8.0,1.0
16715,274836092,8.162,7.174,90.0,11,17,77000,77000,3.0,1,0,1,0,0,0,4.0,5.0
15786,273740450,5.189,8.336,68.0,4,8,77000,77000,2.0,1,1,1,0,0,0,1.0,4.0
16589,274340610,8.162,7.174,77.0,11,17,76999,76999,3.0,1,0,0,0,0,0,4.0,5.0
4845,274739282,9.979,4.667,41.9,2,8,76300,76300,2.0,1,1,1,0,0,0,6.0,2.0
4846,268431127,9.979,4.667,40.4,2,13,76300,76300,2.0,1,1,1,0,0,0,6.0,2.0
12661,274835606,12.31,20.667,81.3,3,22,76300,76300,3.0,1,0,1,0,0,0,1.0,5.0
16600,274386256,8.162,7.174,80.0,11,17,76000,76000,3.0,0,0,1,0,0,0,4.0,5.0
6475,273214063,12.969,12.969,53.0,5,19,76000,76000,2.0,1,0,1,0,0,0,3.0,4.0
2377,274872360,13.113,10.924,66.0,14,23,76000,76000,2.0,0,0,1,0,0,0,9.0,3.0
5690,274944993,12.012,12.012,53.0,22,38,76000,76000,2.0,1,0,1,0,0,0,3.0,4.0
2365,274872532,15.029,10.924,66.0,14,23,76000,76000,3.0,0,0,1,0,0,0,9.0,3.0
5968,274754343,5.102,5.102,34.0,3,3,76000,76000,2.0,0,1,1,0,0,0,9.0,4.0
7661,271241650,3.487,3.216,42.0,6,16,76000,76000,2.0,1,0,0,0,0,0,6.0,5.0
5482,274893005,6.499,11.413,70.0,8,11,76000,76000,2.0,1,0,0,0,1,0,4.0,4.0
2097,273192077,14.322,14.652,73.0,4,16,76000,76000,3.0,0,0,1,0,0,0,5.0,4.0
5819,274925977,6.155,6.155,55.0,3,23,76000,76000,3.0,1,1,1,0,0,0,7.0,3.0
11655,267562626,5.753,5.827,54.0,12,16,76000,76000,2.0,0,0,1,0,0,0,0.0,5.0
8501,274759424,8.929,9.131,58.0,2,5,75000,75000,2.0,1,0,1,0,0,0,5.0,1.0
6820,274342786,14.143,14.143,84.0,8,17,75000,75000,3.0,1,0,0,0,0,0,1.0,5.0
1101,274504745,11.252,12.244,60.0,16,16,75000,75000,2.0,0,0,1,0,0,0,7.0,5.0
11416,274354676,6.722,13.03,60.0,6,9,75000,75000,3.0,1,1,0,0,0,0,3.0,5.0
11311,274747254,7.772,5.216,60.0,36,44,75000,75000,2.0,1,1,1,0,0,0,6.0,3.0
16650,274931048,6.499,8.36,51.7,5,9,75000,75000,2.0,1,0,1,0,0,0,4.0,1.0
9055,268023681,15.582,12.845,86.0,7,19,75000,65000,2.0,1,0,0,1,0,0,0.0,3.0
10873,274664707,11.27,11.27,85.0,9,18,75000,75000,3.0,1,1,0,0,0,0,1.0,3.0
15808,273760152,5.189,8.397,58.0,5,9,75000,75000,2.0,1,1,0,0,0,0,1.0,1.0
6580,272269659,8.7,8.006,76.0,15,25,75000,75000,2.0,1,0,0,0,0,0,9.0,5.0
2481,246686979,10.214,10.214,50.0,16,38,75000,75000,2.0,0,0,1,0,0,0,4.0,3.0
17110,266722702,3.074,2.343,40.0,4,7,75000,50000,2.0,1,1,0,0,1,0,6.0,1.0
7512,214185311,8.866,9.178,65.0,23,25,75000,75000,2.0,0,0,1,0,0,0,9.0,4.0
13845,274896992,13.184,13.184,74.0,5,17,75000,75000,3.0,1,0,0,0,0,0,1.0,5.0
2621,274731599,1.294,3.181,40.0,2,8,75000,75000,1.0,0,0,1,0,0,0,6.0,4.0
11123,181612032,8.242,29.339,52.0,8,8,75000,75000,2.0,0,0,0,1,0,0,1.0,1.0
4552,274505063,16.257,14.794,75.0,6,12,75000,75000,2.0,1,1,0,1,0,0,3.0,1.0
5425,271804098,8.162,5.763,60.0,6,7,75000,75000,2.0,1,0,1,0,0,0,4.0,1.0
5424,267178078,6.499,5.763,60.0,6,7,75000,75000,2.0,1,0,1,0,0,0,4.0,6.0
13678,274333874,8.348,10.797,60.0,8,9,75000,40000,3.0,1,1,0,0,0,0,1.0,5.0
4210,274476816,4.582,6.324,64.5,14,15,75000,75000,2.0,1,0,1,0,0,0,4.0,4.0
4883,274947951,8.752,13.533,76.0,10,12,75000,75000,3.0,1,0,1,0,0,0,7.0,5.0
13919,255198940,13.184,12.241,76.0,11,17,75000,75000,3.0,1,0,1,0,0,0,1.0,4.0
19210,274997802,13.804,27.018,76.0,17,17,75000,75000,3.0,1,1,0,0,0,0,1.0,5.0
18851,272523401,10.477,12.387,45.0,18,36,75000,75000,2.0,1,0,0,1,0,0,3.0,3.0
3906,273757879,8.735,8.238,65.0,5,5,75000,75000,3.0,1,1,1,0,0,0,5.0,1.0
9818,274140593,8.909,8.099,65.0,9,9,75000,75000,2.0,1,1,0,0,1,0,8.0,1.0
18850,274680127,10.477,10.477,76.0,17,17,75000,75000,3.0,0,0,1,0,0,0,3.0,5.0
15642,274440390,20.63,6.937,76.0,15,17,75000,75000,3.0,1,0,1,0,0,0,7.0,5.0
2841,274962568,11.193,9.903,45.0,16,23,75000,75000,2.0,0,0,0,1,0,0,1.0,3.0
2169,274314850,11.602,11.602,46.0,7,26,75000,75000,2.0,0,0,0,0,0,0,3.0,3.0
15794,271527646,8.242,8.678,86.0,9,10,75000,75000,3.0,1,1,1,0,0,0,1.0,1.0
6143,259343110,4.533,4.053,54.0,13,23,75000,75000,1.0,1,0,1,0,0,0,6.0,1.0
19032,272390705,18.912,18.912,50.0,4,25,75000,75000,2.0,1,1,1,0,0,0,5.0,4.0
11062,273331187,3.602,3.455,50.0,8,9,75000,75000,2.0,0,0,0,0,1,0,1.0,1.0
7939,274195102,6.906,7.941,60.0,19,24,75000,75000,2.0,1,0,1,0,0,0,9.0,5.0
10596,274246614,7.565,7.565,43.0,9,21,75000,75000,2.0,0,0,0,1,0,0,1.0,3.0
571,274504525,8.7,8.7,50.0,14,18,75000,75000,2.0,1,0,0,1,0,0,9.0,3.0
4656,274826207,14.517,9.2,74.0,20,29,75000,75000,2.0,1,0,0,1,0,0,0.0,3.0
13855,274960492,13.184,13.184,74.0,5,17,75000,75000,3.0,1,0,1,0,0,0,1.0,5.0
14367,274489536,7.699,7.876,74.0,9,16,75000,75000,3.0,1,0,1,0,0,0,8.0,5.0
4759,270355009,9.979,10.219,54.0,20,31,75000,75000,2.0,1,0,0,0,0,0,0.0,3.0
11055,274394079,5.433,3.499,54.0,5,9,75000,75000,2.0,1,1,1,0,0,0,1.0,1.0
486,273793299,8.7,8.7,55.0,3,19,75000,75000,2.0,1,1,0,1,0,0,9.0,3.0
6641,274020497,8.7,8.006,76.0,15,25,75000,75000,2.0,1,0,1,0,0,0,9.0,3.0
7037,272370443,14.407,15.097,75.0,6,17,75000,75000,3.0,1,0,0,0,0,0,8.0,5.0
6822,271383626,13.192,12.942,50.0,21,33,75000,75000,1.0,1,1,0,0,0,0,1.0,3.0
6144,215787753,4.533,4.533,29.0,2,7,75000,75000,1.0,0,1,0,1,0,0,6.0,1.0
17359,274755456,5.905,4.378,28.0,2,20,75000,75000,1.0,1,1,0,1,0,0,6.0,3.0
7547,274148336,12.412,12.412,65.0,3,16,75000,75000,3.0,1,0,1,0,0,0,8.0,5.0
13917,272930143,12.515,12.545,65.0,29,32,75000,75000,2.0,0,0,0,0,1,0,1.0,2.0
8119,273682541,14.517,14.517,60.0,20,22,75000,75000,2.0,1,1,1,0,0,0,3.0,3.0
15767,273812008,5.255,6.104,54.0,9,9,75000,75000,2.0,1,0,0,0,0,0,9.0,1.0
5727,274781060,12.012,12.012,58.7,19,23,75000,75000,2.0,1,0,1,0,0,0,7.0,3.0
16553,220615576,11.794,8.919,84.0,7,23,75000,75000,3.0,1,0,0,1,0,0,7.0,5.0
11415,273811071,5.947,4.588,46.0,4,5,75000,75000,2.0,0,0,1,0,0,0,6.0,1.0
3908,264518542,8.735,8.636,35.0,1,12,75000,75000,1.0,1,0,0,0,1,0,3.0,0.0
10597,274713704,6.673,6.673,50.0,25,31,75000,75000,2.0,1,1,0,1,0,0,1.0,3.0
10595,265102768,6.673,7.648,35.0,6,13,75000,80000,1.0,0,0,0,1,0,0,1.0,3.0
1102,274679950,13.703,13.202,76.0,7,17,75000,75000,3.0,1,0,0,0,1,0,7.0,5.0
19121,274515485,13.515,13.515,40.0,12,19,75000,75000,1.0,0,0,1,0,0,0,5.0,3.0
8836,274688082,16.881,10.934,74.0,7,14,75000,75000,3.0,1,0,0,0,1,0,3.0,1.0
8817,274897198,16.881,10.934,74.0,7,14,75000,75000,3.0,1,0,0,1,0,0,3.0,4.0
1611,191538819,9.894,9.894,87.0,15,24,75000,75000,3.0,1,1,1,0,0,0,3.0,3.0
12321,271784506,17.899,18.396,88.0,4,26,75000,75000,3.0,1,0,1,0,0,0,9.0,3.0
1235,273630370,12.651,12.624,86.0,7,17,75000,75000,3.0,1,1,1,0,0,0,7.0,5.0
2527,274710661,10.585,10.585,58.2,12,12,75000,75000,2.0,1,0,1,0,0,0,4.0,3.0
2838,274960478,9.384,9.903,45.0,16,23,75000,75000,1.0,0,0,0,1,0,0,1.0,3.0
16178,274964277,7.94,7.94,65.0,10,24,75000,75000,2.0,1,1,0,1,0,0,4.0,0.0
18777,274092480,2.789,10.649,42.5,16,17,75000,60000,1.0,1,0,1,0,0,0,3.0,3.0
12673,272757686,12.31,29.344,85.0,4,17,75000,75000,3.0,1,1,1,0,0,0,1.0,5.0
3486,274991948,6.673,6.233,65.0,8,16,75000,75000,3.0,1,1,1,0,0,0,1.0,5.0
10715,267613713,7.565,7.178,80.0,3,5,75000,75000,3.0,1,0,1,0,0,0,1.0,4.0
4485,274806978,14.517,15.008,80.0,4,16,75000,75000,3.0,1,1,0,0,1,0,3.0,2.0
4473,274970978,15.029,15.008,80.0,4,17,75000,75000,3.0,1,1,0,0,0,0,3.0,2.0
8097,249922480,15.029,14.604,80.0,3,24,75000,75000,3.0,1,0,1,0,0,0,3.0,3.0
12008,274390123,7.772,6.081,56.0,16,22,75000,75000,2.0,1,0,1,0,0,0,3.0,3.0
15716,272603059,5.787,4.793,80.0,5,8,75000,75000,3.0,0,0,0,1,0,0,7.0,1.0
14006,271263851,13.184,13.184,125.0,12,24,75000,75000,4.0,1,1,0,0,1,0,1.0,0.0
9765,273171836,8.242,8.099,62.0,9,9,75000,75000,2.0,1,1,0,0,0,0,8.0,1.0
7612,274921023,4.324,4.504,56.0,3,8,75000,75000,2.0,1,1,1,0,0,0,6.0,1.0
3849,272312361,8.735,8.512,34.0,3,4,75000,37500,1.0,0,0,0,0,0,0,3.0,1.0
10712,274550323,6.686,6.686,44.0,4,21,75000,75000,2.0,1,0,0,0,0,0,1.0,3.0
11101,272667993,6.686,26.394,80.0,2,5,75000,75000,3.0,1,0,1,0,0,0,1.0,0.0
16578,211971552,10.93,6.015,62.0,8,10,75000,75000,2.0,1,0,1,0,0,0,4.0,1.0
8519,273824250,11.789,9.844,62.0,23,24,75000,75000,2.0,0,0,0,1,0,0,5.0,4.0
12063,271331144,7.772,5.216,70.0,11,44,75000,75000,2.0,1,1,1,0,0,0,6.0,3.0
18674,273359112,4.582,3.979,70.0,3,12,75000,75000,2.0,0,0,0,1,0,0,6.0,1.0
485,271994562,8.7,9.055,54.0,6,17,75000,75000,2.0,1,1,1,0,0,0,9.0,3.0
16649,274836017,6.499,7.037,47.0,4,21,75000,75000,1.0,1,1,0,0,0,0,4.0,2.0
1236,250902653,12.651,12.616,95.0,15,17,75000,75000,3.0,1,1,1,0,0,0,7.0,5.0
7406,273926145,4.361,9.47,115.0,6,14,75000,75000,2.0,1,0,1,0,0,0,8.0,1.0
12649,274762109,12.31,13.333,95.2,11,15,75000,75000,3.0,1,0,0,1,0,0,0.0,3.0
8065,273694466,15.029,15.029,57.0,20,22,75000,75000,2.0,1,1,0,0,0,0,3.0,5.0
17297,274868352,12.898,20.693,72.0,1,9,75000,75000,3.0,1,1,0,1,0,0,5.0,4.0
7022,177487044,14.407,15.158,70.0,8,17,75000,75000,3.0,0,0,1,0,0,0,8.0,5.0
18063,274747691,15.291,15.291,71.0,12,20,75000,75000,2.0,0,0,1,0,0,0,4.0,3.0
3905,274254144,8.325,10.492,80.0,4,4,75000,75000,3.0,1,0,0,0,1,0,3.0,1.0
3818,272085754,9.087,10.492,80.0,4,4,75000,75000,3.0,1,0,0,0,0,0,3.0,1.0
13482,193430607,10.883,11.139,80.0,5,16,75000,75000,2.0,1,0,1,0,0,0,8.0,5.0
14369,273685301,8.909,7.944,62.0,9,17,75000,75000,2.0,1,0,0,0,1,0,8.0,5.0
8709,273427669,9.898,9.218,80.0,6,17,75000,75000,3.0,1,0,0,0,1,0,8.0,5.0
14904,253788126,7.528,6.833,80.0,4,9,75000,100000,3.0,1,1,0,1,0,0,7.0,1.0
10992,274017885,6.686,6.03,70.0,6,6,75000,75000,3.0,1,0,1,0,0,0,1.0,1.0
9819,274736138,16.288,9.951,70.0,2,8,75000,75000,3.0,1,0,1,0,0,0,1.0,1.0
5758,272729939,6.155,6.155,54.0,8,10,75000,75000,2.0,1,0,0,0,0,0,7.0,3.0
4844,273987828,9.979,9.979,72.0,15,30,75000,50000,2.0,1,0,0,0,1,0,0.0,3.0
13398,273785061,7.971,7.971,80.0,14,22,75000,75000,3.0,1,1,0,0,0,0,8.0,5.0
14368,274107694,7.699,8.099,62.0,2,9,75000,75000,2.0,0,0,1,0,0,0,8.0,4.0
5728,265784174,12.012,12.012,44.0,12,16,75000,75000,1.0,1,0,0,1,0,0,7.0,3.0
11877,272837951,10.07,10.661,62.0,4,9,75000,75000,3.0,1,0,1,0,0,0,7.0,4.0
18673,274570372,4.582,5.713,62.0,5,16,75000,75000,2.0,1,0,0,0,1,0,4.0,3.0
7549,270247793,12.412,1.677,24.0,3,3,75000,100000,1.0,0,0,0,0,1,0,6.0,4.0
19212,273117480,13.515,13.515,85.0,6,20,75000,75000,3.0,1,0,1,0,0,0,1.0,3.0
3851,249483028,6.722,11.048,65.0,10,11,75000,75000,2.0,0,0,0,1,0,0,3.0,4.0
9054,271725654,10.914,4.854,40.0,3,4,75000,75000,1.0,1,0,0,1,0,0,6.0,2.0
18599,274901917,4.647,5.685,60.0,9,14,75000,75900,3.0,1,0,0,0,1,0,4.0,3.0
18958,270158921,12.569,12.569,68.0,4,12,75000,75000,2.0,1,1,0,1,0,0,5.0,0.0
2410,272245406,10.829,10.829,75.0,3,17,75000,20000,3.0,1,0,0,0,0,0,9.0,5.0
11417,272563301,3.074,3.074,42.0,13,23,75000,75000,2.0,1,1,0,0,0,0,3.0,3.0
19277,274905326,18.647,18.647,65.0,11,14,75000,75000,2.0,0,0,1,0,0,0,1.0,4.0
15854,273633675,8.242,7.864,74.8,3,9,75000,75000,3.0,1,0,1,0,0,0,1.0,1.0
17455,273082819,3.074,3.074,74.0,9,14,75000,75000,3.0,1,1,0,0,0,0,6.0,1.0
18774,273565751,3.534,3.534,55.0,6,22,75000,75000,3.0,0,0,1,0,0,0,3.0,4.0
14071,274665690,12.31,12.31,75.0,14,36,75000,75000,2.0,1,0,1,0,0,0,0.0,3.0
18778,274879549,12.569,9.804,65.0,4,9,75000,75000,2.0,0,1,1,0,0,0,3.0,1.0
19120,262538783,13.515,13.515,50.0,12,22,75000,75000,1.0,0,0,0,1,0,0,5.0,3.0
11323,274332238,3.074,6.455,46.0,5,15,75000,75000,2.0,1,1,1,0,0,0,3.0,3.0
7659,269252611,4.324,3.306,55.0,4,14,75000,30000,2.0,1,0,0,1,0,0,6.0,1.0
5924,271553503,5.102,5.102,98.0,6,13,75000,75000,3.0,1,0,1,0,0,0,9.0,1.0
15856,271327520,5.189,8.336,55.0,6,8,75000,75000,2.0,0,0,1,0,0,0,1.0,3.0
13320,274751459,7.847,7.847,84.0,7,17,75000,75000,3.0,1,0,0,0,1,0,4.0,3.0
18775,271211312,4.647,10.408,84.0,13,14,75000,75000,3.0,1,0,1,0,0,0,3.0,5.0
12393,272850805,9.979,11.229,84.0,7,18,75000,70000,3.0,1,0,1,0,0,0,0.0,3.0
4957,274746430,5.833,17.059,84.0,14,25,75000,75000,3.0,1,1,1,0,0,0,7.0,5.0
16492,273426934,9.294,8.919,84.0,7,23,75000,75000,3.0,1,0,0,0,0,0,7.0,1.0
4843,274459083,9.979,10.219,54.0,20,31,75000,75000,2.0,0,0,0,1,0,0,0.0,4.0
11339,274912523,5.947,9.745,65.0,6,9,75000,75000,3.0,1,1,1,0,0,0,3.0,4.0
16177,272581936,7.94,7.94,65.0,6,47,75000,75000,2.0,1,0,1,0,0,0,4.0,3.0
2334,272847319,12.569,13.086,65.0,7,25,75000,75000,2.0,1,1,1,0,0,0,3.0,3.0
11064,274096371,3.602,4.546,58.0,2,10,75000,75000,3.0,1,0,0,0,1,0,6.0,1.0
3848,270373120,8.929,8.636,55.0,8,12,75000,75000,2.0,1,0,1,0,0,0,3.0,1.0
10991,256709490,3.602,6.352,52.0,10,11,75000,75000,2.0,1,0,0,0,1,0,1.0,1.0
6929,273761083,17.304,17.761,52.0,4,9,75000,75000,3.0,1,1,0,0,0,0,8.0,5.0
17720,274660369,16.288,15.073,70.0,7,16,75000,75000,3.0,1,0,1,0,0,0,8.0,0.0
4884,274950252,13.703,13.703,70.0,1,12,75000,75000,3.0,0,0,1,0,0,0,7.0,4.0
9790,237557982,13.722,9.665,65.0,12,14,75000,75000,2.0,0,0,1,0,0,0,1.0,1.0
18488,267486166,6.24,5.279,65.0,10,10,75000,75000,2.0,1,0,1,0,0,0,9.0,1.0
12320,271611749,17.899,17.899,75.0,2,17,75000,75000,3.0,1,0,1,0,0,0,9.0,5.0
8803,273778916,9.898,7.608,75.0,13,14,75000,75000,3.0,1,0,1,0,0,0,3.0,3.0
6019,274751762,6.906,4.342,65.0,4,9,75000,75000,2.0,1,1,0,1,0,0,6.0,1.0
16915,272631418,14.563,15.601,60.0,6,17,75000,75000,2.0,1,0,0,0,0,0,9.0,3.0
15852,273800524,5.189,8.397,60.0,5,9,75000,75000,2.0,1,0,1,0,0,0,1.0,6.0
4672,272679781,9.979,10.114,60.0,5,5,75000,75000,2.0,0,0,1,0,0,0,0.0,0.0
18693,271437663,4.647,4.647,40.0,19,28,75000,75000,1.0,0,0,0,1,0,0,3.0,3.0
16235,274094532,6.881,6.881,40.0,4,38,75000,75000,1.0,1,0,1,0,0,0,4.0,3.0
14556,271535532,9.818,9.818,42.0,5,33,75000,75000,2.0,1,0,0,0,0,0,0.0,4.0
16742,271820897,6.499,6.175,55.0,4,9,75000,75000,2.0,1,0,1,0,0,0,4.0,1.0
6235,272881930,10.585,10.697,42.0,15,20,75000,75000,1.0,1,0,0,0,0,0,4.0,3.0
6434,273321051,12.969,12.969,58.0,18,33,75000,75000,3.0,1,1,0,0,0,0,3.0,3.0
16714,274036245,8.162,7.037,45.0,5,22,75000,60000,1.0,0,0,0,1,0,0,4.0,2.0
11442,273804354,4.582,6.663,53.0,9,9,75000,75000,3.0,1,0,0,0,0,0,4.0,5.0
2947,273740204,14.143,10.445,75.0,7,16,75000,75000,3.0,1,0,0,0,1,0,1.0,5.0
11063,259526753,3.602,2.909,60.0,7,8,75000,75000,2.0,0,0,0,0,1,0,6.0,1.0
6515,274253032,12.969,12.969,42.0,13,24,75000,75000,1.0,0,0,0,1,0,0,3.0,3.0
18694,241835628,4.647,4.647,40.0,3,28,75000,75000,1.0,0,0,0,1,0,0,3.0,3.0
11618,273955445,5.753,5.821,60.0,9,14,75000,75000,2.0,1,0,1,0,0,0,0.0,1.0
9381,273687986,4.891,4.071,62.8,13,17,75000,75000,2.0,1,0,1,0,0,0,6.0,4.0
8115,272686360,15.029,14.704,50.0,20,35,75000,75000,2.0,1,0,0,0,1,0,3.0,4.0
4956,274723858,13.703,13.703,62.6,21,23,75000,75000,3.0,1,1,1,0,0,0,7.0,3.0
11528,274805106,6.881,6.663,53.0,9,9,75000,75000,3.0,1,0,0,1,0,0,4.0,5.0
18127,274634245,13.445,20.777,80.0,16,25,75000,75000,3.0,1,0,0,1,0,0,7.0,5.0
6819,214976174,13.192,13.744,80.0,12,17,75000,75000,3.0,1,0,0,0,1,0,1.0,5.0
8903,235877280,9.894,7.367,80.0,4,8,75000,80000,3.0,1,0,0,1,0,0,3.0,1.0
8835,273282784,6.881,7.367,80.0,4,8,75000,75000,3.0,1,0,0,0,0,0,3.0,1.0
11219,274376896,8.242,9.06,79.4,7,9,75000,75000,3.0,1,1,0,0,1,0,1.0,1.0
