,ID,metro_kremlin,house_kremlin,sq,floor,height,price,deposit,rooms,child,animal,euro,design,cosmetic,no_rem,area_code_skl,type_h_skl
7891,274754960,15.291,7.941,40.0,3,24,30000,30000,1.0,0,0,0,0,0,0,8.0,4.0
1316,264044317,10.673,10.956,30.7,2,5,30000,30000,1.0,1,1,0,0,1,0,7.0,0.0
2354,274375597,14.517,13.409,30.6,2,9,30000,30000,1.0,0,0,0,0,1,0,3.0,5.0
904,271937063,19.033,20.417,36.7,3,17,30000,30000,1.0,1,0,0,0,1,0,5.0,5.0
5628,270603776,12.969,15.413,36.6,10,17,30000,15000,1.0,1,0,0,0,1,0,3.0,3.0
12584,251933016,12.31,12.975,33.0,1,5,30000,30000,1.0,1,1,0,0,1,0,0.0,1.0
18406,274534729,5.102,4.393,33.0,1,8,30000,30000,1.0,0,1,0,0,1,0,7.0,1.0
15466,274637671,12.898,8.752,30.3,2,5,30000,30000,1.0,0,0,0,0,1,0,0.0,1.0
9512,273489862,13.15,13.15,33.0,8,9,30000,30000,1.0,0,0,0,0,1,0,0.0,5.0
16283,262333888,13.445,13.6,34.0,1,12,30000,30000,1.0,0,0,0,0,1,0,4.0,0.0
6189,273582786,4.533,11.387,34.9,6,14,30000,30000,1.0,0,0,0,0,1,0,4.0,0.0
18905,273650304,11.177,17.956,38.0,11,14,30000,15000,1.0,0,0,0,0,1,0,0.0,5.0
903,274901075,19.033,17.567,38.0,7,17,30000,30000,1.0,1,0,0,1,0,0,5.0,5.0
4691,273489356,9.979,9.037,32.0,3,5,30000,30000,1.0,1,0,1,0,0,0,0.0,5.0
5009,274502497,20.63,13.385,32.0,1,9,30000,30000,1.0,0,0,0,0,1,0,9.0,0.0
18949,244597940,12.569,11.725,32.0,4,5,30000,30000,1.0,1,0,0,0,1,0,5.0,0.0
230,273476724,12.969,14.195,32.0,4,9,30000,30000,1.0,1,1,0,0,1,0,3.0,4.0
1243,262578078,13.703,14.151,40.0,13,19,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
1310,274892966,11.794,10.224,15.0,4,5,30000,30000,1.0,0,0,0,0,0,0,7.0,1.0
4428,273318462,14.002,17.11,36.0,3,17,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
18258,262933815,20.432,19.648,36.0,5,17,30000,10000,1.0,1,1,0,0,1,0,7.0,3.0
5031,274567910,14.849,14.713,22.0,5,9,30000,30000,1.0,0,0,0,0,1,0,9.0,1.0
15528,274989392,10.914,10.914,23.5,4,5,30000,30000,1.0,1,0,1,0,0,0,0.0,1.0
4566,272190901,14.517,14.517,39.0,14,17,30000,30000,1.0,1,1,0,0,1,0,3.0,5.0
13702,265017530,11.27,10.736,24.0,1,5,30000,30000,1.0,1,1,1,0,0,0,1.0,1.0
5025,242668618,13.113,13.113,38.0,5,5,30000,30000,1.0,1,1,0,0,1,0,9.0,5.0
1412,219961188,10.93,10.577,40.0,10,24,30000,30000,1.0,1,1,1,0,0,0,7.0,5.0
13107,274790628,16.496,15.452,35.7,1,16,30000,30000,1.0,1,1,0,0,1,0,4.0,5.0
2281,273850502,12.569,12.855,34.0,2,5,30000,30000,1.0,0,0,0,0,1,0,3.0,1.0
15973,273994824,16.795,16.591,34.0,3,12,30000,30000,1.0,1,0,0,0,1,0,5.0,0.0
7897,167320732,6.906,9.69,35.0,2,12,30000,30000,1.0,1,0,0,0,1,0,8.0,5.0
9401,274802542,3.904,12.921,37.0,6,9,30000,30000,1.0,1,1,0,0,1,0,7.0,5.0
13072,274653189,16.496,16.36,37.0,1,14,30000,30000,1.0,1,0,0,0,1,0,4.0,5.0
740,274861999,16.702,18.066,39.5,10,12,30000,30000,1.0,1,1,1,0,0,0,9.0,5.0
4304,274981361,16.948,16.948,34.8,8,12,30000,30000,1.0,0,0,0,0,1,0,7.0,5.0
9579,274961899,23.561,24.492,42.0,3,4,30000,30000,1.0,1,1,1,0,0,0,8.0,5.0
9388,266094716,4.891,10.206,42.0,5,9,30000,30000,2.0,1,1,0,0,1,0,0.0,5.0
9083,274925575,12.898,13.569,34.0,1,9,30000,30000,1.0,1,0,0,0,1,0,0.0,1.0
1704,239803877,15.351,17.343,42.0,14,14,30000,30000,1.0,1,1,1,0,0,0,9.0,5.0
12369,274448916,9.979,12.1,42.0,4,5,30000,30000,2.0,0,0,0,0,1,0,0.0,0.0
18901,274267896,12.569,18.243,42.0,8,24,30000,30000,1.0,1,0,0,0,1,0,0.0,3.0
18872,274920634,10.477,17.207,41.8,2,2,30000,30000,2.0,0,0,0,0,1,0,0.0,1.0
1879,272051176,11.973,37.761,45.0,7,12,30000,16000,1.0,1,1,0,0,1,0,4.0,5.0
823,257881176,16.715,16.325,30.0,2,12,30000,15000,1.0,0,0,0,0,1,0,9.0,5.0
1246,267918421,13.703,12.363,37.0,2,12,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
2882,269755848,11.193,12.011,37.0,14,25,30000,30000,1.0,0,0,0,0,1,0,1.0,3.0
17617,274366770,12.898,12.898,34.0,5,9,30000,30000,1.0,0,0,1,0,0,0,0.0,5.0
13190,208923196,8.752,8.875,35.0,3,12,30000,30000,1.0,1,1,0,0,1,0,7.0,0.0
18256,274812570,20.432,20.416,15.0,2,17,30000,30000,2.0,0,0,1,0,0,0,7.0,5.0
15944,274891969,8.242,17.14,35.0,1,5,30000,30000,1.0,1,1,0,0,1,0,5.0,5.0
579,274334200,8.7,9.32,34.9,2,12,30000,30000,1.0,0,0,0,0,1,0,9.0,0.0
4690,274755199,9.979,9.979,42.0,5,5,30000,30000,2.0,1,1,0,0,1,0,0.0,1.0
9404,274181420,13.15,14.003,42.0,14,14,30000,30000,1.0,0,0,1,0,0,0,7.0,0.0
2216,274667602,9.894,13.352,34.0,5,5,30000,30000,1.0,1,1,0,0,1,0,3.0,5.0
12193,274729077,15.98,17.76,42.0,6,12,30000,30000,1.0,1,1,1,0,0,0,9.0,0.0
19279,273757757,16.33,16.33,38.0,14,17,30000,20000,1.0,0,0,0,0,1,0,1.0,5.0
15083,271502027,14.849,19.42,38.0,12,12,30000,35000,1.0,1,0,0,0,1,0,9.0,5.0
18870,274896293,10.477,18.43,40.0,11,24,30000,30000,1.0,1,0,0,0,1,0,0.0,5.0
5087,240857328,14.849,13.743,35.0,1,5,30000,30000,1.0,0,0,0,0,1,0,9.0,0.0
15529,250360869,10.914,11.733,35.0,4,5,30000,30000,1.0,1,0,0,0,1,0,0.0,4.0
16422,274864559,10.673,11.748,35.0,5,9,30000,30000,1.0,0,0,0,0,1,0,7.0,5.0
4315,274938450,14.002,14.064,34.0,6,9,30000,30000,1.0,0,0,0,0,1,0,7.0,4.0
14751,274577003,15.84,16.371,40.0,8,12,30000,30000,1.0,1,1,0,0,1,0,5.0,5.0
1656,274751247,17.37,16.624,38.0,11,18,30000,30000,1.0,1,1,0,0,1,0,9.0,4.0
6353,274922284,16.257,16.257,38.0,2,14,30000,15000,1.0,1,1,1,0,0,0,3.0,3.0
13014,274830516,7.772,16.238,38.0,2,12,30000,30000,1.0,1,1,0,0,1,0,4.0,5.0
9878,262056511,10.214,14.024,19.0,1,16,30000,30000,2.0,0,0,0,0,1,0,4.0,3.0
4567,256629564,11.535,11.535,34.0,5,9,30000,20000,1.0,1,0,1,0,0,0,3.0,4.0
192,273510895,16.496,18.477,40.0,8,14,30000,30000,1.0,1,0,0,0,1,0,4.0,5.0
9465,263238375,13.15,12.749,32.0,3,9,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
12134,274505737,14.843,14.062,32.0,5,9,30000,30000,1.0,1,0,0,0,1,0,3.0,1.0
11143,274914104,11.095,9.216,32.0,2,5,30000,30000,1.0,1,0,0,0,1,0,8.0,5.0
9653,181523947,20.51,20.51,40.0,6,9,30000,15000,1.0,1,0,0,0,1,0,8.0,5.0
16778,273953369,20.51,20.51,40.0,5,17,30000,30000,1.0,1,1,0,0,1,0,8.0,5.0
2353,274619019,15.029,15.029,18.0,4,5,30000,30000,1.0,0,0,1,0,0,0,3.0,1.0
8650,263627242,11.759,10.798,12.0,1,5,30000,30000,2.0,0,0,0,0,1,0,8.0,5.0
5565,274414358,12.969,13.334,11.0,1,9,30000,15000,2.0,0,0,0,0,1,0,3.0,4.0
8182,274939306,13.703,13.161,28.4,1,19,30000,30000,2.0,0,0,1,0,0,0,7.0,3.0
12842,274916538,15.582,7.048,32.0,4,6,30000,30000,1.0,1,1,0,0,1,0,3.0,1.0
14980,269488176,7.528,19.828,36.0,15,24,30000,30000,1.0,1,0,0,0,1,0,9.0,3.0
12823,220326571,15.582,14.954,36.0,2,9,30000,30000,1.0,1,0,0,0,1,0,0.0,3.0
18253,257786903,20.432,19.874,38.0,7,17,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
15652,203001023,5.255,6.221,38.0,4,9,30000,30000,1.0,1,0,0,0,1,0,7.0,1.0
1266,273620527,16.257,16.257,38.0,9,25,30000,30000,1.0,0,0,0,0,1,0,3.0,3.0
1558,156954516,11.602,11.066,38.0,3,14,30000,30000,1.0,0,0,0,0,1,0,3.0,5.0
12800,274528461,15.582,15.752,39.0,6,17,30000,10000,1.0,1,0,0,0,1,0,0.0,4.0
1753,273614174,11.973,11.796,39.0,3,12,30000,15000,1.0,1,1,0,0,1,0,4.0,5.0
12650,233297417,12.31,13.337,16.0,4,5,30000,30000,1.0,1,0,0,0,1,0,0.0,1.0
3063,274840206,17.4,15.886,33.0,2,9,30000,30000,1.0,0,0,0,0,1,0,9.0,5.0
16336,274205194,13.445,12.254,35.0,3,14,30000,30000,1.0,1,1,0,0,1,0,4.0,0.0
2450,267013317,11.14,12.17,33.2,3,9,30000,30000,1.0,0,0,0,0,1,0,9.0,1.0
205,272169225,16.496,18.522,38.0,14,17,30000,18500,1.0,1,0,0,0,1,0,4.0,2.0
18906,271781544,11.177,18.588,38.0,1,1,30000,30000,1.0,1,1,1,0,0,0,0.0,4.0
8331,273763683,12.412,10.257,37.0,3,12,30000,31000,1.0,0,0,0,0,1,0,8.0,0.0
6337,272820681,3.487,3.487,52.2,12,12,30000,35000,2.0,1,1,0,0,0,1,3.0,3.0
12107,273826814,8.735,14.727,38.0,8,19,30000,30000,1.0,0,0,0,0,1,0,3.0,3.0
902,269086061,19.033,19.033,20.0,2,25,30000,30000,1.0,1,1,0,0,0,0,5.0,5.0
14244,274361663,12.969,14.474,34.0,3,16,30000,30000,1.0,1,0,0,0,1,0,3.0,0.0
1782,253469416,11.973,13.368,38.0,2,9,30000,15000,1.0,1,1,0,0,1,0,4.0,4.0
14626,274865377,9.684,13.169,45.0,5,9,30000,30000,2.0,1,0,0,0,1,0,3.0,4.0
1313,274968911,10.673,11.937,45.0,3,5,30000,30000,2.0,0,0,0,0,1,0,7.0,5.0
9660,274798502,23.561,23.561,37.0,6,12,30000,30000,1.0,0,0,0,0,1,0,8.0,5.0
1493,273815282,11.602,10.48,30.0,8,9,30000,30000,1.0,1,1,0,0,1,0,3.0,1.0
15464,274447397,8.465,11.447,30.0,4,5,30000,30000,1.0,0,0,0,0,0,1,0.0,0.0
14912,161853191,7.528,5.644,30.0,3,5,30000,30000,1.0,1,0,0,0,1,0,7.0,1.0
17520,195472841,12.898,13.771,37.0,4,12,30000,30000,1.0,1,1,0,0,1,0,0.0,0.0
15530,271947047,10.914,9.702,37.0,5,12,30000,30000,1.0,1,1,0,0,1,0,0.0,0.0
14836,224419849,15.84,14.759,20.0,1,4,30000,30000,2.0,0,0,0,1,0,0,5.0,1.0
18252,274989120,20.432,20.432,42.0,22,25,30000,30000,1.0,1,0,1,0,0,0,7.0,4.0
4491,274337616,16.257,16.061,42.0,7,14,30000,10000,1.0,0,0,0,0,1,0,3.0,5.0
14171,268190451,12.969,13.367,34.0,2,9,30000,30000,1.0,1,1,0,0,1,0,3.0,5.0
15004,273344014,17.4,17.692,35.0,10,12,30000,30000,1.0,1,1,0,0,1,0,9.0,0.0
9801,274003648,9.898,14.583,33.0,5,9,30000,30000,1.0,1,0,0,0,1,0,8.0,0.0
7060,274980631,13.722,14.553,38.0,10,17,30000,15000,1.0,1,1,0,0,1,0,8.0,5.0
2383,272974119,13.113,12.707,38.0,15,17,30000,30000,1.0,0,0,0,0,1,0,9.0,5.0
739,274931757,2.454,12.772,38.0,14,17,30000,30000,1.0,1,0,0,0,1,0,9.0,4.0
16867,274668472,20.51,15.307,37.0,1,12,30000,32000,1.0,1,1,0,0,1,0,9.0,5.0
12801,274188527,15.582,16.064,39.0,4,14,30000,30000,1.0,1,0,0,0,1,0,0.0,4.0
905,274983332,20.075,19.107,55.0,7,9,30000,30000,1.0,1,1,0,0,1,0,5.0,3.0
14677,274036292,12.012,12.012,40.0,5,12,30000,30000,2.0,1,0,0,0,0,1,3.0,4.0
3395,274870936,13.445,13.739,26.7,1,9,30000,30000,1.0,1,0,0,0,1,0,4.0,4.0
12346,168648321,19.644,11.547,46.0,5,5,30000,30000,2.0,1,1,0,0,1,0,0.0,0.0
6334,274233235,20.075,20.075,55.0,7,12,30000,30000,2.0,1,0,0,0,1,0,3.0,5.0
3287,250196744,11.822,11.822,38.0,4,12,30000,30000,1.0,1,1,0,0,1,0,4.0,4.0
4279,274887359,11.794,11.943,38.0,7,12,30000,30000,2.0,1,0,0,0,1,0,7.0,4.0
6375,274901776,16.671,15.456,28.0,1,5,30000,30000,1.0,1,0,0,0,1,0,3.0,5.0
3379,274449496,13.445,15.444,39.0,9,14,30000,30000,1.0,0,0,0,0,1,0,4.0,5.0
1410,244112931,10.673,9.772,37.0,9,17,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
16603,274690451,8.865,7.216,34.0,4,12,30000,30000,1.0,0,0,0,0,1,0,4.0,5.0
8975,274734200,6.881,6.881,42.0,5,9,30000,30000,2.0,1,1,0,0,0,0,7.0,5.0
13069,274969904,16.496,16.496,34.0,5,9,30000,30000,1.0,1,0,0,0,1,0,4.0,5.0
13759,274882959,9.384,15.347,39.0,5,17,30000,30000,1.0,1,0,0,0,1,0,9.0,5.0
4565,274715805,15.029,15.301,39.0,9,17,30000,30000,1.0,1,1,0,0,1,0,3.0,3.0
8401,274923317,10.393,10.393,40.0,5,5,30000,30000,2.0,0,0,0,0,1,0,9.0,0.0
15531,274018680,10.914,10.335,40.0,5,12,30000,30000,2.0,1,1,0,0,1,0,0.0,4.0
14799,274270096,15.84,14.393,40.0,1,12,30000,30000,1.0,1,0,0,0,1,0,5.0,5.0
12190,274557910,19.489,16.697,42.0,11,12,30000,30000,1.0,1,0,0,0,0,0,9.0,5.0
13797,274380324,16.715,16.715,40.0,3,19,30000,30000,1.0,1,0,0,0,1,0,9.0,3.0
12759,274933012,20.777,20.55,39.2,1,14,30000,30000,1.0,1,1,0,0,0,1,1.0,5.0
6333,274680396,14.517,14.517,37.8,9,19,30000,30000,1.0,1,0,0,0,1,0,3.0,3.0
5088,273947830,14.849,14.341,37.7,9,16,30000,33000,1.0,1,0,0,0,1,0,9.0,5.0
9659,274710354,24.804,24.72,37.5,17,17,30000,30000,1.0,1,1,0,0,1,0,8.0,5.0
3061,274834094,16.651,15.183,37.5,16,17,30000,30000,1.0,0,0,0,0,1,0,9.0,0.0
9552,274959917,12.898,23.195,39.5,14,17,30000,30000,1.0,1,0,0,0,1,0,8.0,5.0
1497,273485700,10.477,10.853,30.0,4,5,30000,20000,1.0,1,0,0,0,1,0,3.0,0.0
18718,274046002,4.647,12.458,30.0,6,8,30000,30000,1.0,1,0,0,0,1,0,3.0,0.0
4569,274998332,14.517,14.517,35.0,3,16,30000,30000,1.0,1,0,0,0,1,0,3.0,0.0
2218,274897465,12.569,13.437,34.0,4,16,30000,10000,1.0,1,1,0,0,1,0,3.0,5.0
18174,240259270,20.432,20.66,37.1,8,17,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
1952,274801067,14.322,14.539,40.0,3,12,30000,30000,1.0,1,1,0,0,1,0,5.0,5.0
6489,183446034,12.969,16.381,40.0,14,16,30000,30000,1.0,0,0,0,0,1,0,3.0,5.0
1306,273584415,10.93,10.93,30.0,4,9,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
7815,204883618,15.291,14.407,40.0,3,12,30000,30000,1.0,0,0,0,0,1,0,4.0,5.0
14678,274127004,12.969,12.969,40.0,9,14,30000,30000,1.0,1,0,0,0,1,0,3.0,5.0
9880,274672092,8.162,14.326,45.0,4,9,30000,30000,2.0,1,1,0,0,1,0,4.0,5.0
12135,272386215,14.843,14.833,34.0,4,12,30000,15000,1.0,0,0,0,0,1,0,4.0,5.0
637,263108783,8.7,9.39,37.0,11,12,30000,30000,1.0,1,0,0,0,1,0,9.0,5.0
6490,274766130,12.969,16.459,34.0,2,9,30000,30000,1.0,0,1,0,0,1,0,4.0,5.0
18162,274767292,20.432,20.559,37.0,5,17,30000,32000,1.0,0,0,1,0,0,0,7.0,4.0
1088,274945372,12.651,16.974,30.0,3,5,30000,30000,1.0,0,0,0,0,1,0,7.0,1.0
1117,274784479,13.703,16.974,30.0,5,5,30000,30000,1.0,1,1,0,0,1,0,7.0,1.0
16334,273311766,13.445,13.267,30.0,9,9,30000,30000,1.0,0,0,0,0,1,0,4.0,1.0
5765,274505062,6.155,6.155,37.0,1,5,30000,30000,1.0,0,0,0,0,0,1,7.0,1.0
1245,274376478,13.703,11.307,35.0,4,5,30000,30000,1.0,1,1,0,0,1,0,7.0,1.0
13865,274363422,13.184,13.184,41.7,7,24,30000,30000,1.0,1,1,1,0,0,0,1.0,4.0
18167,224769647,20.432,20.432,42.0,10,24,30000,15000,1.0,1,0,0,0,1,0,7.0,5.0
10192,241287245,17.4,17.4,34.0,5,9,30000,30000,1.0,0,0,0,0,1,0,9.0,5.0
1309,273704193,10.93,10.932,37.0,3,5,30000,30000,1.0,0,0,0,0,1,0,7.0,5.0
18138,274915444,20.432,20.432,40.0,2,17,30000,30000,1.0,1,0,1,0,0,0,7.0,5.0
18173,270117705,20.432,20.432,40.0,7,17,30000,30000,1.0,0,0,0,0,1,0,7.0,5.0
14913,274946170,7.528,6.13,32.0,4,5,30000,30000,1.0,0,1,0,0,1,0,6.0,1.0
4307,254528765,14.002,13.503,36.0,2,9,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
4309,270641300,14.002,13.531,36.0,11,12,30000,30000,1.0,1,1,0,0,1,0,7.0,0.0
6441,274726951,16.671,15.377,32.0,2,9,30000,30000,1.0,1,0,0,0,1,0,3.0,1.0
14752,239389812,15.84,16.966,32.0,4,9,30000,30000,1.0,1,1,0,0,1,0,5.0,5.0
17519,274896405,12.31,13.623,44.0,9,12,30000,30000,1.0,1,1,0,0,1,0,0.0,0.0
3326,275005152,15.291,14.192,35.0,1,12,30000,30000,1.0,1,0,0,0,1,0,4.0,4.0
7747,271810844,15.291,14.443,36.0,7,16,30000,30000,1.0,1,0,0,0,1,0,4.0,5.0
9658,271580483,24.804,23.186,39.0,15,17,30000,30000,1.0,1,0,0,0,1,0,8.0,5.0
14621,274882970,12.31,12.31,39.0,5,17,30000,30000,1.0,0,0,0,0,1,0,3.0,4.0
3288,162971643,13.445,13.786,39.0,12,17,30000,30000,1.0,0,0,0,0,1,0,4.0,5.0
16920,274825880,14.563,14.563,36.0,2,9,30000,30000,1.0,1,1,0,0,1,0,9.0,5.0
18170,274691439,20.432,19.87,40.0,9,17,30000,30000,1.0,1,1,1,0,0,0,7.0,3.0
2494,256376369,10.585,9.786,32.0,2,5,30000,30000,1.0,1,0,0,0,1,0,4.0,1.0
16197,251466876,7.94,8.648,36.0,11,12,30000,30000,1.0,1,0,0,0,1,0,4.0,0.0
5030,274790984,14.849,13.25,39.0,6,9,30000,30000,1.0,0,0,0,0,1,0,9.0,0.0
13022,269942246,7.772,15.839,32.0,4,9,30000,30000,1.0,1,0,0,0,1,0,4.0,5.0
12676,274517463,20.777,20.574,38.0,8,22,30000,30000,1.0,1,0,0,0,1,0,1.0,5.0
14079,240109327,12.31,10.789,36.0,11,14,30000,30000,1.0,1,1,0,0,1,0,0.0,0.0
18251,274820720,20.432,20.432,32.0,9,23,30000,30000,2.0,1,0,0,0,1,0,7.0,4.0
4768,272439053,7.99,7.99,32.0,2,5,30000,30000,1.0,1,1,0,0,1,0,0.0,1.0
1472,274879988,11.602,11.17,32.0,4,5,30000,15000,1.0,1,1,0,0,1,0,3.0,0.0
508,190657984,8.7,9.337,32.0,5,12,30000,30000,1.0,0,0,0,0,1,0,9.0,1.0
11490,175615895,5.905,5.905,32.0,2,5,30000,15000,1.0,0,0,0,0,1,0,3.0,0.0
17923,274683528,12.515,12.515,35.3,5,15,30000,30000,1.0,0,0,1,0,0,0,5.0,3.0
18171,274755462,20.432,20.277,40.0,12,17,30000,30000,1.0,1,1,1,0,0,0,7.0,5.0
13075,273078827,16.496,15.788,32.0,1,9,30000,20000,1.0,1,1,0,0,1,0,4.0,5.0
11342,274976321,7.772,13.169,32.0,6,9,30000,30000,1.0,1,1,0,0,1,0,3.0,4.0
15082,274765731,2.454,17.792,44.6,2,9,30000,30000,2.0,1,0,0,0,1,0,9.0,5.0
18871,274867042,10.477,15.756,45.0,1,5,30000,30000,2.0,1,1,0,0,1,0,0.0,1.0
6838,275005187,14.143,17.855,36.0,7,9,30000,30000,1.0,1,1,0,0,1,0,8.0,4.0
4424,226270350,16.948,12.162,36.0,2,18,30000,30000,1.0,1,1,0,0,1,0,7.0,4.0
12268,274787181,17.899,16.804,36.0,9,9,30000,30000,1.0,1,1,0,0,1,0,9.0,5.0
3595,274728051,18.647,18.647,32.0,12,12,30000,30000,1.0,1,1,0,0,1,0,0.0,0.0
17578,267658431,12.898,13.269,44.0,1,9,30000,30000,2.0,1,0,0,0,1,0,0.0,5.0
887,274370974,17.659,17.221,32.0,15,16,30000,15000,1.0,1,0,0,0,1,0,5.0,5.0
16774,274779983,19.644,19.644,40.0,11,16,30000,15000,1.0,1,1,1,0,0,0,8.0,5.0
19273,274289205,18.647,17.37,32.0,4,9,30000,35000,1.0,1,0,0,0,1,0,1.0,5.0
7942,272835846,10.393,9.396,32.0,5,9,30000,30000,1.0,1,0,0,0,1,0,8.0,0.0
1408,273625608,10.673,10.673,32.0,4,5,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
1411,274917734,10.673,10.593,32.0,1,5,30000,30000,1.0,1,0,0,0,1,0,7.0,4.0
1882,274138378,11.973,12.203,32.0,3,17,30000,30000,1.0,0,0,0,0,1,0,4.0,5.0
17414,263043982,5.947,5.307,32.0,11,12,30000,15000,1.0,1,1,0,0,1,0,3.0,1.0
8400,163402541,10.393,12.01,32.0,4,5,30000,15000,1.0,1,1,0,0,1,0,9.0,0.0
18165,163259672,20.432,19.745,40.0,6,17,30000,30000,1.0,0,0,1,0,0,0,7.0,5.0
7748,274057765,15.291,15.291,32.0,6,14,30000,30000,1.0,0,0,0,0,1,0,4.0,5.0
9651,273859349,23.561,24.959,39.0,4,9,30000,30000,1.0,0,0,0,0,1,0,8.0,5.0
9400,274308448,3.074,14.003,36.0,14,14,30000,30000,1.0,1,0,0,0,1,0,7.0,0.0
3064,238585654,16.651,15.187,40.0,2,14,30000,35000,1.0,1,0,0,0,1,0,9.0,5.0
7141,274409039,14.407,13.792,36.0,6,9,30000,10000,1.0,1,0,0,0,1,0,8.0,5.0
16131,274950080,15.84,7.844,40.0,1,9,30000,30000,1.0,0,0,0,0,1,0,4.0,4.0
13068,274979435,16.496,16.094,32.0,1,9,30000,30000,1.0,1,0,0,0,1,0,4.0,5.0
5027,273341214,13.113,14.271,22.0,1,5,30000,30000,1.0,1,0,0,0,0,0,9.0,1.0
2881,225578669,11.771,10.582,38.0,3,9,30000,30000,1.0,1,0,0,0,1,0,1.0,5.0
13615,268337888,9.41,10.678,22.0,1,5,30000,30000,1.0,1,1,1,0,0,0,1.0,0.0
15573,274831393,10.914,10.914,22.0,4,5,30000,25000,2.0,0,1,0,0,1,0,0.0,1.0
16882,272425546,15.98,15.003,35.0,6,16,30000,30000,1.0,0,0,0,0,0,0,9.0,5.0
17574,273577414,12.898,13.463,39.0,8,12,30000,30000,1.0,1,0,0,0,1,0,0.0,5.0
15532,244086032,10.914,10.914,25.0,4,5,30000,30000,1.0,1,1,1,0,0,0,0.0,4.0
18717,273053287,4.647,12.415,38.0,1,5,30000,30000,1.0,1,1,0,0,1,0,3.0,5.0
12677,274957083,19.661,20.94,39.0,5,14,30000,30000,1.0,1,0,0,0,1,0,1.0,5.0
18904,272343105,10.477,17.798,38.0,5,10,30000,30000,1.0,1,0,0,0,1,0,0.0,5.0
13767,274997801,9.41,15.691,39.0,2,17,30000,30000,1.0,1,0,0,0,0,0,9.0,5.0
4427,274821721,16.948,14.165,32.3,4,9,30000,30000,1.0,1,0,0,0,1,0,7.0,4.0
17523,273900677,12.898,13.711,32.1,11,12,30000,30000,1.0,1,0,0,0,1,0,0.0,5.0
19223,262211488,13.192,17.376,40.0,8,14,30000,30000,1.0,1,0,0,0,1,0,1.0,5.0
16502,258596929,10.93,10.823,32.5,5,5,30000,30000,1.0,1,0,0,0,1,0,7.0,0.0
16504,274875490,8.752,11.157,35.0,2,12,30000,30000,1.0,0,0,0,0,1,0,7.0,0.0
10195,274867196,17.4,17.4,40.0,4,16,30000,30000,1.0,1,0,0,0,1,0,9.0,0.0
1315,207467243,10.673,12.353,44.0,3,5,30000,32000,2.0,1,0,0,0,1,0,7.0,5.0
16809,274804259,20.51,20.942,39.0,10,17,30000,30000,1.0,1,0,0,0,1,0,8.0,5.0
18903,221673654,10.477,17.667,40.0,12,17,30000,30000,1.0,0,0,0,0,1,0,0.0,5.0
6440,274589952,12.969,16.91,40.0,10,17,30000,30000,1.0,1,1,1,0,0,0,4.0,5.0
12328,217866377,19.489,19.489,32.1,8,9,30000,28000,1.0,0,0,0,0,1,0,9.0,5.0
4305,259079036,16.105,17.225,40.0,10,12,30000,30000,1.0,1,0,1,0,0,0,7.0,5.0
1657,274940049,16.702,16.27,32.5,5,9,30000,30000,1.0,1,1,0,0,1,0,9.0,5.0
2220,274566342,12.569,12.569,40.0,5,5,30000,30000,2.0,1,0,0,0,1,0,3.0,1.0
8184,274668940,13.703,14.152,38.0,11,15,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
4314,272525288,16.105,16.105,36.0,4,12,30000,30000,1.0,1,0,0,0,1,0,7.0,0.0
2175,274875441,14.517,14.263,13.0,9,9,30000,30000,2.0,1,1,1,0,0,0,3.0,4.0
12643,273158753,12.31,13.313,16.0,5,6,30000,30000,2.0,0,0,0,0,1,0,0.0,1.0
2352,261474673,14.517,14.517,17.3,3,5,30000,35000,2.0,0,0,1,0,0,0,3.0,1.0
19161,272632468,10.477,10.477,14.0,1,9,30000,30000,1.0,1,0,0,0,0,0,1.0,5.0
11743,274057159,11.095,11.168,13.3,9,10,30000,30000,2.0,0,1,0,1,0,0,1.0,1.0
18065,274357920,13.445,14.377,13.0,3,5,30000,32000,1.0,0,0,0,1,0,0,4.0,1.0
18140,274825907,18.912,19.6,39.0,4,17,30000,30000,1.0,1,0,0,0,1,0,7.0,5.0
1312,274528802,10.673,10.673,16.0,1,5,30000,30000,2.0,1,1,0,0,1,0,7.0,1.0
1409,271287073,10.673,10.673,16.0,1,5,30000,30000,2.0,1,1,0,0,1,0,7.0,1.0
9511,274901896,13.15,11.652,17.0,2,6,30000,30000,1.0,1,0,0,0,1,0,7.0,1.0
2495,191686528,10.214,9.849,17.0,1,5,30000,30000,1.0,0,0,0,0,1,0,4.0,1.0
18068,267860236,13.445,14.377,17.0,1,5,30000,30000,2.0,0,0,1,0,0,0,4.0,1.0
13273,273893047,10.405,10.842,14.0,6,6,30000,30000,1.0,1,1,0,0,0,0,3.0,1.0
4862,272653359,4.006,7.705,14.5,5,5,30000,15000,2.0,1,0,1,0,0,0,7.0,1.0
